http://www.the-star.co.ke/news/2017/07/22/we-will-vote-you-out-on-august-8-striking-nurses-tell-uhuru_c1602070,"We will vote you out on August 8, striking nurses tell Uhuru",nan,"Jul. 22, 2017, 9:00 am","[""Striking nurses in Samburu have threatened to withdraw support for President Uhuru Kenyatta's re-election bid if their CBA is not implemented."", ' ', 'Health workers took to the streets in Maralal saying the strike, on its 48th day, should be treated as an emergency.', ' ', '""What is priority to them is their campaigns and we are telling them, come August 8, if you are not going to solve this, we are going to show you the way,"" organising secretary James Longonjine said on Saturday.', ' ', ""Nurses' spokesperson Halima Letruwai raised concern that the State is silent while Kenyans lose their lives due to lack of medical services."", ' ', '""Even the beyond zero is no longer zero. The mortality rate is rising, mothers are delivering at home, newborns are dying yet the government is silent on the suffering of Kenyans,"" she said.', ' ', ' ', ' ', 'Nurses have urged the President to push for the signing and implementation of their Collective Bargaining Agreement.', ' ', 'They have accused the Salaries and Remuneration Commission and the Council of Governors of frustrating them.', ' ', '""If it were the rich who were suffering, the government would have come on board, but they ignore the poor because they have nothing to offer,"" Longonjine said.', ' ', ""The nurses presented a petition at the county Health department offices and Governor Moses Lenolkulal's offices, but both were not present."", ' ', '\n']"
http://www.the-star.co.ke/news/2017/07/22/lamu-curfew-a-plot-by-jubilee-to-steal-votes-raila_c1602165,Lamu curfew a plot by Jubilee to steal votes - Raila,nan,"Jul. 22, 2017, 3:00 pm","[""Acting Interior CS Fred Matiang'i has imposed a three-month curfew following increased al Shabaab attacks in the region."", 'Most recently, the militant group abducted Public Works PS Mariam El Maawy and five others at Milihoi on Lamu-Mpeketoni highway.', 'But Raila said the curfew is not a solution to dealing with insecurity in the county.', '""Whatever it is that Jubilee plans to achieve with the curfew isn\'t genuine. We want it lifted immediately because it will affect the voting pattern ... the government should strengthen the security apparatus instead of opting for curfews,"" he told residents at a rally on Saturday.', 'He said the curfew is socially and economically unsound, as a majority of residents rely on fishing.', ""[VIDEO] Don't use night fishing as campaign tool, Lamu leaders tell Uhuru"", 'Raila pledged to withdraw KDF troops from Somalia if he wins the presidency.', 'He said Kenya was in much more need of the army to protect its borders and keep criminal elements from crossing in.', '""The KDF has no business in Somalia when its country is in dire need of security,"" the Opposition leader said.', 'Raila said the NASA administration will eliminate land injustices and will ensure youth employment through industrial parks.', '""When I was Prime Minister, I promised that Lamu will be an economic zone so that people in Shanghai China can come and shop here. Jubilee has done nothing but make people suffer ... NASA will change that.""', ' ', 'Co-principal Kalonzo Musyoka chastised Jubilee for failing to ensure security in many parts of the country.', '""Jubilee know that their end is nigh, and that\'s why they are trying everything they can imagine. The Lamu curfew, for instance, is just a strategy to steal votes. But lucky for us, Kenyans are alert and they don\'t have a way to steal the election,"" he said.', ""Ford Kenya leader Moses Wetang'ula said NASA will ensure Lamu is safe to enable the port's functions and the Lapsset project."", 'He said they will speed up the project so residents can make use of it.', 'They spoke at Mkunguni Square on Lamu island.', '\n']"
http://www.the-star.co.ke/news/2017/07/22/suspected-robber-shot-dead-by-cops-residents-lynch-colleague_c1602134,"Suspected robber shot dead by cops, residents lynch colleague",nan,"Jul. 22, 2017, 3:00 pm","['A suspected robber was shot dead by police, while his colleague was set ablaze by residents in Kabete on Saturday.', 'He died after a fierce exchange with officers as he attempted to hijack a PSV at Ndumbo-ini trading centre.', '""We recovered a pistol he was using with bullets. He shot at out officers but was overpowered,"" area OCPD Joseph Ongaya said.', 'Residents said the two were riding on a motorbike and used the wrong lane as they were in a hurry.', 'They collided with a Probox at a slip road towards Wangige town, after which a pistol and its magazine slipped from one of the suspects.', 'The man picked the pistol and magazine quickly and shot twice in the air before hijacking a matatu filled with passengers.', 'Passengers who were waiting to board the matatu fled the scene as a confrontation ensued.', '""When some people suspected the other one who was left was not armed, he was arrested by members of the public who started interrogating him,"" Ongaya said.', '""Within no time, old tires were brought and tied around his body, petrol was poured on him and he was set ablaze.""', 'Ongaya said the bodies were taken to City Mortuary,', 'While thanking residents for raising an alarm over the incident, he also faulted them for lynching the second suspect.', '""He could have helped us with a lot of information. We would have arrested him easily as he was not armed,"" Ongaya said.', '\n']"
http://www.the-star.co.ke/news/2017/07/22/g-spot-of-basic-hygiene-passing-the-buck-and-whipping-boys_c1598391,"G-Spot: Of basic hygiene, passing the buck and whipping boys",nan,"Jul. 22, 2017, 12:00 am","['Ill begin with an acknowledgment of incredible privilege. My father was a medical doctor with a specialisation in what was known as Tropical Medicine and Public Health, and so for us growing up, we constantly had the tenets of basic hygiene drummed into our heads.', 'That said, I also grew up in the Nairobi of the 1970s, when the Nairobi City Council service standards in the fields of health and sanitation were comparatively high. So for instance, at my kindergarten, there were regular health visits for inoculations, and so on, from the nearby City Council clinic. There was also a regular weekly council garbage collection across the city.', 'Denizens of Nairobi paid rates to the council in return for these services, and while I am sure there were complaints from the public even then, things were a heck of a lot better than they appear to be now.', 'I remember a couple of cholera outbreaks in those days and the very efficient public health alerts about kipindupindu that swung into action, reminding everyone of the very basics of hygiene in an effort to avoid contracting the deadly disease. These lessons involved reminding people to boil drinking water (at least for the duration of the outbreak), to wash fruit and vegetables before you eat them and to wash your hands before eating or handling food and after going to the toilet.', 'It was simple, easy to do and to remember, but in light of the recent outbreak that has hit Nairobi, it would seem that somewhere along the way, these lessons were forgotten or ignored and not taught.', 'Now, as I take off the rose-tinted glasses that I have been using to look at the past, I realise that even in those days when kipindupindu hit the middle and upper-income earners, the people who would first be targeted were the owners of food kiosks frequented mainly by those in the low-income bracket.', 'The talk on social media since the cholera outbreak at the Weston Hotel and then after two Cabinet Secretaries reportedly contracted the disease has been of buck-passing. Food kiosks or vibanda have been shut down, even though it would appear there is no proof of the outbreak originating there. Also, no action seems to have been taken on the upmarket eateries, such as wherever it was the two Cabinet members ate. Of course, it is possible, though improbable, that the two just happen to be very careful with taxpayer shillings and like to keep it real with their choice of restaurant.', 'It would appear societys disadvantaged are always singled out for blame and punishment. I call this the Whipping Boy effect. Back in medieval times, the British monarchy had a system in which a child was kept for the express purpose of being beaten when the heir to the throne misbehaved. Unconscionable behaviour, of course, and even more so in these days, when the physical disciplining of children is seen by many as beyond barbaric.', 'Perhaps whomever is elected to run Nairobi and other counties this August will feel the need to improve public health services and so on before improving the state of their bank accounts, just for a change.', '\n']"
http://www.the-star.co.ke/news/2017/07/22/simbas-face-zims_c1601802,Simbas face Zims,nan,"Jul. 22, 2017, 2:00 am","['Kenya Simbas face a tricky test against wounded Zimbabwe in an Africa Gold Cup match in Bulawayo today.', '\n', 'Kenya, who lie second on the standings with 12 points, will be seeking consecutive wins over Zimbabwe after hammering them 61-15 in Harare last year.', '\n', 'Zimbabwe will be buoyed by their narrow 31-26 defeat at the hands of Namibia last weekend in Windhoek, a match they should have won having led 20-7 at the interval. Kenya beat Senegal 45-25 at the RFUEA grounds.', '\n', 'It will be a tightly fought encounter with both sides employing expansive game and it may boil down to who has the better execution in attack and defence.', '\n', 'The Simbas trained yesterday at Petra High school and had their Captains run at Hartsfield grounds later in the afternoon.', '\n', 'The Simbas start with recalled Curtis Lilako, Peter Kaaria and Moses Amusala in the front row with skipper Wilson KOpondo and Simon Muniafu the second row. Joshua Chisanga starts at number 8 with Davis Chenge and Eric Kerre the fellow backrowers', '\n', 'Samson Onsomu partners Isaac Adimo at halfback with Leo Seje and David Ambunya in midfield. Vice captain Darwin Mukidza and Jacob Ojee man the wings as Tony Onyango starts at fullback.', '\n', 'Head coach Jerome Paarwater expects a tough contest against a physical Sables side.', '\n', 'This will be a tough match. We have rectified the mistakes we had against Senegal and the boys are raring to go, said Paarwater, adding that key for the side will be dominate exchanges upfront and play at a frenetic pace.', '\n', 'The match will be won upfront. If we can get over the advantage line and convert territory and possession into points then we can win the game, he added.', '\n', 'On their part Zimbabwe will rely on skipper Denford Mutamangira, Fortune Chipendu, Jacques Leitao and Connor Pritchard in the forwards with Tichafara Makwanya, Takudzwa Kumadiro, and Gavin Nyawata the pick at the backs .', '\n', 'Coach Cyprian Mandenge expects his charges to bounce back from the defeat to Namibia', '\n', 'We have learnt our lessons from the match against Namibia last weekend and I want the boys to show intensity for the full 80 minutes against Kenya. It will be a tough match but I believe the boys will come out on top, said Mandenge. The match kickoffs at 4pm.', '\n']"
http://www.the-star.co.ke/news/2017/07/22/nasa-supporters-to-defy-matiangi-orders-against-adopt-a-polling_c1602129,NASA supporters to defy Matiang'i orders against 'adopt-a-polling station',nan,"Jul. 22, 2017, 12:00 pm","[""NASA supporters have promised to safeguard Raila Odinga's votes despite a directive by acting Interior CS Fred Matiang'i against adopting polling stations."", ""Matiang'i said only presiding officers, deputies, polling clerks and accredited party agents will be at polling stations on August 8. "", '""There is no room anywhere in the law or even in the arrangements that we have for anybody collecting hoodlums in the name of protecting ballot boxes and taking them to polling stations,"" the CS said on Friday.', 'He said police will not allow any chaos at polling stations, adding they will act firm on unaccredited persons.', ' ', '""The protection of ballot is our responsibility with the IEBC and we have not asked anyone for help.""', ""But NASA Young Turks said they will not succumb to threats by Matiang'i."", '""The CS is participating in scare mongering and perhaps he is part of a wider scheme by the government to scuttle the elections,"" Nairobi branch chair Jonah Onyango said on Saturday.', 'He said NASA volunteers have already adopted 35,679 of the more than 40,000 polling stations, adding the adoption will be peaceful.', 'Party national chair Jaoko Oburu said the CS should withdraw his directive by Wednesday ""otherwise we will march in the streets to push him out"".', '""Even the birds int eh air understand how Kenyans have suffered due to bungled elections. We have decided to be creative enough to safeguard our votes,"" Joseph Nyaringo, a supporter, said.', ""In June, NASA was seeking Sh410 million from well wishers for the 'adopt a polling station' strategy for guarding its presidential votes."", ' ', '""...it costs Sh10,000 to adopt a polling station....multiply that by the 41,000 polling stations,"" presidential candidate Raila Odinga said. ""That is the figure we need for the \'adopt a polling station\' campaign.""', ' ', 'NASA is putting up a tallying system that will provide presidential vote results within eight hours after stations close.', ' ', 'The IEBC has seven days to announce the winner and NASA could leave it in the dust on August 8. Polls close at 6pm.', ' ', 'Raila is working with IT experts, mostly from Ghana and Germany, to install the tallying system.', ' ', '\n']"
http://www.the-star.co.ke/news/2017/07/22/eyes-on-podium_c1601772,Eyes on podium,nan,"Jul. 22, 2017, 2:00 am","['Commonwealth Games 1500m silver medallist Ronald Kwemoi is spoiling for a podium finish at the next months World Championships in London to atone for his no-show at the previous event in Beijing two years ago.', 'And if his form in the Diamond League circuit and local races is anything to go by, then the young athlete from Mt.Elgon could achieve that what he so keen of.', 'However, it will not be a walk in the park as experienced three-time world 1500m champion Asbel Kiprop, world silver medallist Elijah Manangoi and national champion Timothy Cheruiyot hold similar ambitions having made the cut in Team Kenya.', 'Kwemoi brought down Asbel for the first time last year during the Monaco Diamond League. This season, after an impressive run at the national trials, Kwemoi clocked 3:49.04 at the Bowerman Mile at the Eugene Diamond League beating Manangoi and Cheruiyot to second and third respectively as Asbel faded off.', 'He also competed in 3000m at the Paris leg coming second.', 'World Leader over the distance, Cheruiyot, is keen on making his debut in Team Kenya, count.', 'Cheruiyot who comes from Bomet County clocked 3:30.77 at the Stockholm meet to erase the 3:31.90 previous world lead time set by Manangoi in Doha.', 'It is so prestigious to be in Team Kenya and my expectation is to come home with a medal, Cheruiyot said.', 'I have gained a lot of experience in the last two seasons and I will be competing with the requisite tactics befitting a championship, said Cheruiyot.', 'Many have said Asbel is keeping his card close to his chest and that with his experience, he might surprise all and sundry in London.', 'Asbel made his first appearance in the DL this year at the Eugene race and headed to London where he finished third in 800m.', 'That was after successfully anchoring Team Kenya to victory in the inaugural mixed relay category at the World Cross Country Championships in Kampala in March.', 'He revealed that his main focus is to win a fourth title at the world stage to equal world record holder Moroccan Hicham El Guerroujs feat spanning between 1997 and 2003.', 'If I win in London, I will join Hicham as the only athletes to have won four times in a row. My preparations are well at the moment, Asbel said.', 'After finishing fourth in his inaugural world championships in 2007 in Osaka and repeating it at the 2009 show in Berlin, Asbel went on to win in Daegu (2011), Moscow (2013) and Beijing (2015).', 'I started my career in Osaka which was my breakthrough though I finished fourth but it was fulfilling since I was entering the world championships for the first time. I went to Berlin and placed fourth and from then, I have been winning gold. I hope to defend it in London next month, he added.', 'Manangoi made his international appearance at the 2014 Commonwealth Games in Glasgow finishing 12th before heading to Beijing where he placed second behind Asbel.', 'His debut at the Olympics in Rio last year ended prematurely after he picked an injury in the preliminary stages.']"
http://www.the-star.co.ke/news/2017/07/22/book-review-time-warped-love_c1600349,Book Review: Time-warped love,nan,"Jul. 22, 2017, 12:00 am","[' ', 'I', '\n', 'f you are one of the few adventure and romance enthusiasts who havent picked up a copy of this book yet, you should certainly check it out. Audrey weaves a beautiful story of Claire, a beautiful and strong-willed art lover, and Henry, the dashing time-jumping librarian. To get a sense of the time travel in the book, the two first meet out in the meadows behind Claires parents home when she is six and he is 36, and get married when she is 23 and he 31.', '\n', 'At first, the blurb on the back jacket of the copy I chanced upon on a pile of ridiculously discounted good books along Moi Avenue (definitely check out those street stands. Sometimes you will be pleasantly surprised by the gems you find tucked within all those other titles!) sounded all-too confusing, but at only Sh100, I got it anyway. I expected it to be filled with a lot of scientific jargon, but after leafing through all its chapters in only two days several weekends ago, I couldnt have been more mistaken!I promise it will be quite the easy and refreshing read!', '\n', 'The adventure thread here is that Henry is one of the few people in the world diagnosed with the fictional Chrono-Displacement Disorder, whereby his genetic clock goes through impromptu resets and he finds himself transported to moments in earlier and later years of his life, which makes for quite the intriguing love story. Will things work out if, while lying in bed on a Sunday morning idly chatting about mundane things in life, Henry is suddenly gone from the present, unable to control the impulse to jump through time, sometimes unintentionally leaving Claire to spend the odd Christmas alone? Is their love so strong that it can overcome this challenge that in todays society would probably be a deal breaker for many? You must read to find out how this story unfolds!', '\n', '\n', '\n']"
http://www.the-star.co.ke/news/2017/07/22/man-killed-body-dumped-near-naivasha-idp-camp_c1601442,"Man killed, body dumped near Naivasha IDP camp",nan,"Jul. 22, 2017, 2:00 am","['IDPs living on the Naivasha-Mai Mahiu road on Friday found the body of a young man dumped near the Jikaze camp.', 'The body had a rope round the neck, the hands were tied at the back and the head was stuffed into a nylon bag.', 'The IDPs said there is an increase of bodies being dumped in the area.', 'Resident James Kanyoro said the man could have been killed elsewhere and transported to the area.', ' He said they did not find identification documents.', 'Some people claim they saw a car that dropped the body by the roadside, before speeding towards Mai Mahiu town early in the morning, Kanyoro said said.', 'Meanwhile, in Karai estate, Naivasha, a middle-aged man is suspected to have committed suicide by hanging himself in his parents house. His friends said he had been depressed for some months and was under treatment.', 'Neighbour Jennifer Wambui said, The deceased was well-known in this area and we were shocked when he decided to take his life. ', 'A senior police officer said the two bodies were taken to the mortuary.', '\n']"
http://www.the-star.co.ke/news/2017/07/22/how-to-look-at-art-nations-are-defined-by-creative-people_c1599956,How to look at art: Nations are defined by creative people,nan,"Jul. 22, 2017, 12:00 am","['A nation is defined by its creative people. As 19th century historian Thomas Carlyle proclaimed, history is the history of great\nmen. When a nation is overflowed with the first-state creative minds, it\nenjoys a golden age. When creative people are few and far between, a nation\ndescends into a dark age, writes behaviour scientist Keith Simonton in his\nbook Origins of Genius. ', 'So obvious is the debt nations owe creative\nindividuals that the appearance of such geniuses is often considered an\nindication of the creative health of a civilised culture. Creative people\nproduce original and workable ideas for posterity. As Newton said, Standing on\nthe shoulders of creative geniuses, we see farther than the rest.', ' ', 'How do the first-state creative minds come about? Can\nwe all become them, or they are one in a million?', ' ', 'High IQ does not determine creativity. In fact, a high\nIQ does not mean that an individual has any talent beyond the ability to score\nhighly in tests. A high IQ person will not discover a cure for cancer or even make a\nbetter mousetrap. Knowledge is useless unless the brain knows how to connect it\nacross a wide range of domains.', ' ', 'People who qualify to be called geniuses  opinion\nleaders and originators of uniqueness  do not always make an IQ cut. A famous longitudinal\nstudy by Lewis Terman showed that none of the 1,500 children with a high IQ of\n140 and more made any significant achievement in their adult lives. However, a\nboy, William Shockley, whom Terman excluded from his research for a low IQ, received a Nobel Prize in physics a few decades later. Charles Darwin was viewed\nby his teachers as a very ordinary boy, rather below the common standard in\nintellect. And yet, for his achievements, a list of 100 most influential people\nin history positioned Darwin in 17th place, straight after Moses!', ' ', 'Creativity can respond positively to education. Creative\nmind is largely the sociocultural phenomenon, not a genetically endowed\nability. Creative minds need the environment that enhance creativity. An environment that celebrates creative predecessors\nand contemporary role models. An environment that puts a lesser focus on\nauthority and tradition and breaks down conventions to enable ideas to venture.\nAn environment that actively supports artistic creation at school and at home.\nA school environment that does not strangle curiosity with dull instructions\nand endless tests. Economic prosperity is not required for creativity to\nflourish, contrary to some beliefs. Many creative activities demand no material\nsupport. However, the economic growth can bring social changes that can loosen intellectual\nperceptiveness.', ' ', 'We all can become\nthe first-state creative minds. For this, education for creativity must not be\nlimited to an elite group, while average people are reduced to an inert noncreative\nmass. Creativity belongs to the entire nation, and the universality of\ncreativity is a sigh of its success. A nation must cultivate creativity to pass\nthe creativity meme, the sociocultural gene, on to the next generations. As\nthe need for survival rapidly intensifies in the age of the technological change,\nour creativity will be the key factor of the evolutional selection. ', ' ', 'Alla Tkachuk July 2017', '\n']"
