http://www.the-star.co.ke/news/2017/07/11/chiloba-among-iebc-staff-nasa-wants-kicked-out-before-polls_c1594893,Chiloba among IEBC staff NASA wants kicked out before polls,www.the-star.co.ke › Latest News,"Jul. 11, 2017, 6:00 pm","['The National Super Alliance has narrowed down on three top IEBC staff including the CEO Ezra Chiloba whom they insist must not oversee the August 8 polls.', ' ', 'In a memorandum to IEBC chair Wafula Chebukati, the coalition is demanding that Chiloba, ICT director James Muhati and director of voter registration Immaculate Kassait be excluded from poll preparations.', ' ', ""NASA has alleged that Kassait is the Jubilee 'hatchet man' in the electoral agency and reports to State House on a regular basis."", ' ', ""In their memorandum, NASA said that Chiloba as the commission's accounting officer has failed to oversee crucial electoral processes and bears the ultimate responsibility for the failures."", ' ', '""We demand that the CEO be sent on compulsory leave and appropriate disciplinary measures be taken against him for incompetence,"" part of the July 9 memo states.', ' ', 'According to the letter by Head of Raila Odinga Presidential Secretariat Willis Otieno, Kassait has failed to oversee a comprehensive registration of voters and development of a transparent and verifiable register.', ' ', 'Otieno said the IEBC register is riddled with many anomalies including double registration, multiple registrations, illegal registration, identity theft and failure to implement statutory provisions.', ' ', '""In light of these, we demand that the director voter registration to equally be excluded from the forthcoming electoral process and to proceed on compulsory leave pending disciplinary proceedings against her,"" NASA said.', ' ', 'In a separate letter, NASA said the new and certified IEBC roll remains polluted with 400,685 people registered twice according to their analysis.', ' ', 'NASA protested that Muhati who was sent on compulsory leave in May was secretly reinstated without any explanation.', ' ', 'At the time, Chebukati said they kicked out the ICT boss following accusations that he had refused to cooperate in the audit of ICT systems.', ' ', ""Last week, the Star exclusively reported that Muhati's return split IEBC Commissioners down the middle with some vehemently opposing the move."", ' ', 'Ex-IEBC Procurement Director Lawy Aura was also sent on compulsory leave for bungling the Sh2.5 billion ballot papers tender.', ' ', 'Aura who was seconded to IEBC from Treasury has since returned to the Ministry.', ' ', 'NASA says that in the latest court decision nullifying the ballot papers tender, the High Court indicted IEBC for tender irregularities.', ' ', '""The High Court in its decision made a determination that that procurement processes at the Commission was botched due to incompetence by the Commission. This determination is a serious indictment on the Commission and its staff,"" NASA said.', ' ', '[VIDEO] Chiloba and Kassait are innocent, Tuju says, defends IEBC over ballot tender row', '\n']"
http://www.the-star.co.ke/news/2017/07/11/our-kids-deserve-better-safer-life_c1594014,"OUR KIDS DESERVE BETTER, SAFER LIFE",www.the-star.co.ke › Opinion › Others,"Jul. 11, 2017, 12:30 am","['The attitudes, values and aspirations of Kenyan youth are both unnerving and exhilarating. Unnerving because the neo-liberal moral economy somehow makes it okay to be greedy and corrupt. Exhilarating because the determination of the youth to break from the past and reset our social, moral and economic order is unbending.', ' ', 'Last Thursday I was in the lakeside city of Kisumu for the first full-dress rehearsal of Kwekalyet, a truly moving performance of the Lwanda Magere story. In a most brilliant way, young artists are retelling the myth of the Luo warrior.', ' ', 'The old Lwanda Magere story retold in new ways is audacious and unconventional. It pushes and challenges traditional norms, especially gender roles in rural communities. In a new twist, the brief marriage between Lwanda and the Nandi spy girl is blessed with a baby girl. In the words of the Nandi and Luo fortunetellers, the baby Kwekalyet is really one people one community, living side by side in peace.', ' ', 'In the play, the baby is presented to the audience wrapped in a shawl with colours of the Kenyan flag. This play is a new and powerful addition of performance and art in the complex conversation and improbable search for nationhood. Politicians have commandeered Kenyas ethnic diversity and instrumentalised ethnicity for political competition.', ' ', 'The performance ends powerfully and movingly with call to action, Because I want peace for Kenya I choose to . . . as each young cast member speaks out their personal action statement. This performance is through a collaboration among several institutions  University of Alberta, Ignite Afrika Trust, Pamoja, Aga Khan University and Moi University.', ' ', 'Last Saturday was truly inspiring. It started with a conversation #Schoolkidswant. Our public schools are in a deplorable state. The classrooms are dark and cold. The schoolyard is foreboding. Play fields are a dust bowl in the dry season and become mud pools in the wet season. Sanitation facilities are so bad children have to suppress the urge to go. This is unconscionable. It is indefensible. Space is as important as the curriculum and pedagogy.', ' ', 'Moreover, the commute to school is horrific. In the words of a young girl, If you sit next to a man, you know what will happen to you. Little girls get groped in matatus everyday.', ' ', 'The candid conversation that brought together teachers, pupils, alumni, academics and civil society was about what we can all do to make real the promise of education for all Kenyan children. Within 24 hours 1,942 tweets with #Schoolkidswant gained over 3.4 million impressions. Kenyans are engaged, eager to make a difference.', ' ', 'Our children are saying their views about their schools must count. The young artists in Kisumu are saying they will stand up for justice and peace. They will stand for one country, undivided by race or ethnicity.', ' ', 'They are saying together we can build great schools and support our children to compete with the best anywhere. They are saying we can put aside ethnic bigotry and petty politics and stand together as one.', ' ', 'Alex O Awiti is the director of the East African Institute at Aga Khan University', '\n']"
http://www.the-star.co.ke/news/2017/07/11/of-presidential-candidates-with-no-chance-of-winning-anything-but-fame_c1562086,Of presidential candidates with no chance of winning anything but fame,www.the-star.co.ke › Lifestyle › Big Read,"Jul. 11, 2017, 12:30 am","['Should Kenya consider limiting the number of presidential candidates to eliminate those viewed as jokers vying for the presidency in every general election despite the guarantee to lose?', ' ', 'Kenyas past general elections are replete with a history of presidential candidates who vied only to garner less than five per cent of the winning votes.', ' ', 'Previous elections have records of the aspirants who have shown unprecedented determination to feature in the ballot boxes to make history in fallacious presidential bids.', ' ', 'These hopefuls put themselves in ridicule in spirited efforts to contest for the highest office on the land - and lose each time, having made the polls agency incur costs in printing the ballot papers.', ' ', 'Those cleared as presidential candidates this year include President Uhuru Kenyatta, defending the seat on a Jubilee Party ticket, and Opposition NASAs candidate Raila Odinga.', ' ', 'Second-time presidential candidate Abduba Dida of the Alliance for Real Change is on the ballot again.', ' ', 'Others are the United Democratic Partys candidate Cyrus Jirongo, Ekuru Aukot of Thirdway Alliance and Independent candidates Joseph Nyagah, Michael Wainaina and Japheth Kavinga.', ' ', 'But Raila is seen as the only challenger to Uhurus bid for a second term in State House.', ' ', ' ', 'No need for manifesto', ' ', 'The rest are considered lofty jokers determined to litter the ballot boxes with their names, despite overbearing evidence that they cant win.', ' ', 'They are seen as sure jokers, some of whom cannot even win an MCA seat anywhere in the country.', ' ', 'One of the presidential aspirants, Erastus Nyamera, was disqualified by the IEBC after he appeared for clearance without his running mate.', ' ', 'Nyamera had also failed to present a Sh200,000 nomination fee receipt as required, an indication of lack of seriousness.', ' ', 'Another aspirant, Solomon Gichira, was arrested and locked up at Nairobis Central police station on May 28 after allegedly attempting suicide at IEBC offices in Nairobi. He was later charged in court.', ' ', 'Gichira was reportedly restrained by the commissions staff from jumping off sixth floor.', ' ', 'Central OCPD Robinson Thuku dismissed his presidential bid, saying presidency is not entered through windows.', ' ', 'Gichira told police he intended to teach IEBC a lesson and let Kenyans know what happens at the commissions offices, citing frustrations.', ' ', ' ', ' Nyagah on Saturday defended his candidature and dismissed those thinking he made a political mistake to resign as Uhurus adviser.', ' ', 'He said he is certain of being in State House on August 10 because Kenyans are yearning for change, and a leader who will slay the graft dragon like him.', ' ', 'When I went to ODM [in 2007], many people thought I had made a political mistake but I became a [Cooperatives] minister. I do not make political mistakes, and this [presidential bid] will not be the first, he said.', ' ', 'He said he has no manifesto because having been in government since 1983, he knows all the problems ailing this country and does not need a manifesto contained in a booklet to resolve them.', ' ', 'The former Gachoka MP said he followed the footsteps of retired President Mwai Kibaki in picking his running mate [Moses Marango] from the Bukusu community, which he said has 1.1 million registered voters.', ' ', 'He said Kibaki picked vice president Kijana Wamalwa [from western Kenya] to woo the community and bring regional balance in his government.', ' ', 'Nyagah was in the ODM pentagon in 2007, alongside former Lands CS Charity Ngilu, Deputy President William Ruto, Tourism CS Najib Balala and NASA co-principal Musalia Mudavadi, who propped NASA flag bearer Raila Odinga in the years presidential elections.', ' ', 'He was appointed minister in the grand coalition government after losing his Gachoka parliamentary seat to Mutava Musyimi, who won it on a PNU ticket.', ' ', 'Nyagah says only an independent candidate can solve the inherent problem of tribalism in the country.', ' ', 'Neither Uhuru nor Raila and their Jubilee and NASA outfits respectively can solve the problem of tribalism in Kenya, because they are trapped in the exclusive coalitions of several tribes that wont allow them to distribute jobs and national resources equitably, he said.', ' ', 'We already know the government of my friend Raila will have [ANC leader Musalia] Mudavadi, [Bungoma Senator Moses Wetangula and [Bomet Governor Isaac] Rutto. Others wont get anything, just as the other government that NASA is saying is for Kikuyus and Kalenjins.', ' ', 'Desire for fame', ' ', ' ', 'Dida, on the other hand, says he is Uhurus only serious challenger. He says no other presidential candidate understands the problems Kenyans face better than him, and I will use this understanding to restore sanity in our society.', ' ', 'Those entrusted with leadership do not value humanity and lack the capacity to adjust to the thinking envisioned in the constitution. They dont understand what God wants from them, Dida says.', ' ', 'However, there is a debate on whether the IEBC should accept the candidature of every hopeful aspiring to be the head of state.', ' ', 'Those supporting flooding of the presidential race argue that the assured losers should be allowed to enjoy their constitutional and democratic right to contest.', ' ', 'The proponents of regulated presidential contests argue that there should be law to set a rationale and requirements for nationwide presence to eliminate most of the negligible candidates.', ' ', 'But there is also a question on what motivates the aspirants to pay hundreds of thousands of shillings every five years to ascertain the already-known truth that they must lose.', ' ', 'Nominated Senator Joy Gwendo [Jubilee] says it is desire for fame.', ' ', 'Gwendo suggested changes in the law to lock out the jokers who are perceived to be motivated by reasons other than presidency.', ' ', 'We need to appreciate and respect the presidency as an institution and not as a field to be used by people desperate for Kenyans to know them. They should instead buy space in the media for publicity, Gwendo said', ' ', 'We should change the law, tighten the requirements and limit the number. She said one must show leadership experience and have the endorsement of at least 50 MPs.', ' ', 'City resident Monica Ouma said the race should not be left open to everyone who meets the legal requirements, arguing there should be legal provisions to ensure those vying are credible and offer voters an alternative.', ' ', 'It cant be that everyone who meets the qualifications and has Sh200,000 to blow up to make it to the presidential ballot should be allowed to vie. There must be a reasonable support behind the candidates, not a mere 48,000 signatures of people, majority of whom dont vote for them on the polling day, she said.', ' ', 'Lawyer John Macharia said it is the democratic right of anyone to participate in decision-making in their society, especially in regard to what he or she has an interest in.', ' ', 'He said any attempt to place hurdles on the political paths of these aspirants is unconstitutional, if they meet the constitutional threshold.', ' ', 'If the individual intending to be a presidential candidate meets the stated qualifications and fulfils the requirements of the IEBC as expressly required, then there is no reason for the commission to bar the candidate from running as a presidential candidate, Macharia said.', ' ', 'If the IEBC attempts to bar such a candidate, it would be in contravention of article 27 of the constitution by infringing on his or her rights on equality and freedom from discrimination, as well as in contravention of article 38 with regard to political rights of the candidate.', ' ', 'The lawyer said to encourage the democracy and the rights that follow, the IEBC has an obligation to ensure that the process of nominating or electing a presidential candidate is not in contravention of the constitution and the rights guaranteed therein.', ' ', 'The Elections Act outlines qualifications and disqualification for nomination as presidential candidate.', ' ', 'They include: being a citizen of Kenya by birth, qualified to stand for election as a member of Parliament, nominated by a political party or is an independent candidate, nominated by at least 2,000 from each of a majority of the counties, and not being a public officer or holding any state or public office.', ' ', 'Democracy and democratic governance allow for the promotion of fundamental human rights and freedoms, and thus allow such rights to be protected and fulfilled, Macharia said.', '\n']"
http://www.the-star.co.ke/news/2017/07/11/video-tenderpreneurs-fueling-nasa-iebc-ballot-papers-debacle-says_c1595111,"[VIDEO] 'Tenderpreneurs' fueling NASA-IEBC ballot papers debacle, says UhuRuto",www.the-star.co.ke › Latest News,"Jul. 11, 2017, 6:00 pm","['President Uhuru Kenyatta and DP William Ruto have said they will not in sit in any tender committee meeting to decide the supplier of August 8 ballot papers.', '\n', '\n', 'The Deputy President said shady businessmen close to the opposition have reportedly written to IEBC asking to be given the contract to print ballot papers.', '\n', '""The tenderpreneurs who wrote the NASA manifesto have now written to the IEBC to be given the tender for ballot papers,"" the DP said.', '\n', ""The Jubilee Party leaders warned IEBC against 'being drawn into a conspiracy to deny Kenyans their right to vote as spelled in the Constitution'."", '\n', 'The DP, who spoke at Olmekenyu in Narok, said the Independent Electoral and Boundaries Commission is the body strictly mandated to choose who prints ballot papers.', '\n', '\n', 'Uhuru warned the opposition to stop threatening Kenyans with violence and to also know that it is voters who will determine the outcome of the general election.', '\n', 'He urged the courts to avoid being misused by the opposition to scuttle the election process.', '\n', 'The DP said the many cases that the opposition has lined up in the courts are designed to deny Kenyans their fundamental rights to vote.', '\n', '\n', 'Uhuru assured Kenyans that the government will ensure that there is peace in the country during and after the elections.', '\n', 'He said one of the core aims the Jubilee Party was formed is to unite Kenyans, adding that it is a task it will never abandon.', '\n', 'The President called on residents of the county to reject attempts by the opposition to incite Kenyans against each other.', '\n', '""Displacing people from their homes, burning churches and schools is the work of the devil,"" Uhuru said.', '\n', 'Narok Governor Samuel Tunai said opposition leader Raila Odinga incited Kenyans to violence that rocked the region after the 2007 elections.', '\n', 'He urged locals to vote for Jubilee Party because it cares about the welfare and peace of all Kenyans.', '\n', 'The president launched the construction of the Ololunga-Ole Mukenyu road which will be upgraded to bitumen standard.', '\n']"
http://www.the-star.co.ke/news/2017/07/11/nasa-ups-vote-tallying-plan-says-not-leaving-room-for-poll-rigging_c1595140,"NASA ups vote tallying plan, says not leaving room for poll rigging",www.the-star.co.ke › Latest News,"Jul. 11, 2017, 6:00 pm","['The National Super Alliance has mapped out the country in line with its plans to monitor vote tallying on August 8.', 'The team has assembled choppers, vehicles, and professionals who will take charge of the identified eight regions.', 'The classification is based on the old provincial administration structure as the coalition moved to set the pace for its adopt-a-polling-station strategy.', '""Our role is to ensure \'illegally registered voters\' do not turn up to vote,"" campaign CEO Noman Magaya said on Tuesday.', 'The regions are Nairobi, Rift Valley, Coast, Western, Eastern, Northeastern, Nyanza, and Central.', 'A tallying and operation centre at an undisclosed location in Nairobi will back the teams. The main server will be in the capital.', 'More agents will be deployed in Jubilee strongholds namely Mount Kenya and parts of Rift Valley.', 'They will have sophisticated gadgets that can secretly record pictures and videos and fast-forward to the command centre. ', 'The poll agents deployed will ensure no ghost electors vote on election day.', 'Audit firm KPMG estimated that 1,037,260 dead voters could be on the roll.', 'It recommended the removal of more than 92,277 entries from the IEBC register before the upcoming polls.', 'The firm has also established that more than 17,523 passports used by some of the voters are inactive.', 'NASA has also protested that the IEBC database has at least 400,685 people who registered twice.', '""IEBC should work with the civil registrar to obtain details of deceased persons registered fromNovember 2012 to December 2016,"" KPMG said in its report.', 'Section 30 of the Elections Act states that a political party may appoint one agent for its candidates at each polling station.', '""We have already identified them. We know Jubilee will work hard to infiltrate them but we have already dealt with that and it remains our top secret,"" Magaya said.', 'NASA has five main affiliate parties  CCM, Wiper, ANC, ODM and Ford Kenya.', 'A source privy to NASA plans said it will work closely with independent presidential candidates to increase its agents to between five and 10, depending on each region.', 'The alliance will also fund the agents on behalf of the independent presidential candidates in some regions to have an upper hand over Jubilee, which enjoys incumbency.', 'NASA is in talks with independent candidates and other smaller parties to strengthen its representation at the polling station.', 'It takes cognizance of the fact that Jubilee might use cash and state machinery to influence, intimidate and compromise its agents.', 'The alliance says it has organised good remunerations for its agents compared to JP.', 'It has also brought on board former IEBC officials and people who have served in state security organs to ensure voter protection succeeds.', 'The agents will also enjoy services of lawyers, who will be in standby aircraft to respond to emergencies.', 'NASA voter protection structures are based on reports compiled by private investigators, who look into suspected activities by Jubilees top honchos that can compromise a free and fair election.', '\n']"
http://www.the-star.co.ke/news/2017/07/11/bedzimba-a-failure-and-should-hang-up-his-boots-aspirant_c1593974,Bedzimba a failure and should hang up his boots – aspirant,www.the-star.co.ke › Local News › Coast,"Jul. 11, 2017, 12:00 am","['Mombasa Governor Hassan Joho and Kisauni MP Rashid Bedzimba are failures, and the legislator should not run for reelection, Kisauni MP hopeful Ali Mbogo has said.', 'He [Joho] said a thief is a thief. If Bedzimba is a failure, we should also call Joho a failure because he walks with a failure and he is forcing Kisauni people to vote for Bedzimba, he said at Bilima grounds on Saturday.', 'Throw in the towel ... Five years have gone. My brother Bedzimba ,you have not delivered ... So, pack your things in the CDF office. Take all that belongs to you, including all files, Mbogo said.', 'However, Bedzimbas campaign manager Allan Owano yesterday said Mbogo is a daydreamer struggling to understand why people are deserting him for the Bedzimba camp.', 'He said Mbogo will not get even 30 per cent (39,000 votes) of the 130,000 votes.', '\n']"
http://www.the-star.co.ke/news/2017/07/11/iebc-roll-has-400685-people-listed-twice_c1594235,"IEBC roll has 400,685 people 'listed twice'",www.the-star.co.ke › National News,"Jul. 11, 2017, 12:30 am","['The IEBC database has more than 400,000 people who registered twice as voters, NASA has said in a fresh protest to the electoral agency.', 'The alliance said its scrutiny of the new voter register released by the IEBC last week indicates that 400,685 people were registered twice.', 'NASA Campaign Secretariat head of operations and delivery Joe Ager yesterday said the double registered persons have been carefully and methodically distributed proportionally across all counties, constituencies, wards and polling stations.', 'It demands that the IEBC further clean the register in what is likely to strain further their relationship.', 'The IEBC last week said it will not make any further changes to the roll.', 'The commission has resolved that no further amendments to the candidates list and the register of voters shall be introduced at this stage, chairman Wafula Chebukati said in a statement.', 'Chebukati said the accuracy of the 2017 voter register has been improved by both the outcome of verification and audit recommendations by KPMG.', 'But the NASA team is reading mischief, insisting that such widespread and massive creation of multiple voters could neither be accidental, human error nor incompetence on the part of IEBC.', 'Similarly, the voters cards cannot create themselves and then go to populate the register automatically. Someone in your organisation must have deliberately created the double registration to populate the voter register, Ager told the IEBC in a letter.', 'He pointed out that despite several pleas that the IEBC clean up the register, the commission has strenuously and curiously resisted the exercise.', 'Lately, the IEBC has spent inordinate amount of resources, time and effort in resisting the request by NASA to publish the official voter register. This behaviour is quite baffling, considering that publishing of the register is a common duty that the IEBC owes not only to competing political parties, but more importantly to the Kenyan people, he said.', 'He reiterated that a clean register is requisite for free, fair and credible polls.', '\n']"
http://www.the-star.co.ke/news/2017/07/11/paka-face-sharks_c1594173,Paka face Sharks,www.the-star.co.ke › Sport › Sports Local,"Jul. 11, 2017, 12:45 am","['Sofapaka and Kariobangi Sharks clash will headline the round sixteen fixtures of the GOtv Shield after a weekend that saw the exit of two top contenderslast years runners up Ulinzi Stars and record winners Gor Mahia.', ' ', 'Sofapaka, who have won the tournament twice in the last six years continue to show an improvement in their performances, a stark difference to their struggles of last season. Batoto Ba Mungu scraped past Western Stima courtesy of a goal from their returning veteran Hillary Echesa.', ' ', 'That away win will give Sam Ssibwas men the confidence that they can oust the form team in the tip flight league, Sharks.', ' ', 'William Muluyas men continue to illuminate the league with one remarkable display after another. On Saturday thanks to goals from Ebrimah Sanneh and Steve Odhiambo, they easily saw off KenPoly and will be confident of improving on their third place finish in this tourney last year.', ' ', 'The prize for 2016 winners Bandari for ousting Gor will be a clash with the team they conquered in that final, Nakumatt. Bandari showed the kind of form coach Paul Nkata has been hoping for in their travels, taking the lead in Thika against KOgallo courtesy of a Luis Cosmas strike before Boniface Omondi leveled for Gor who would eventually exit 6-5 on post match penalties. Another all premier league clash will see Sony Sugar pit their wits against Nzoia United.', ' ', 'Sony put aside their league woes to knock out Ulinzi while Nzoia overcame Coast Stars.', ' ', 'Holders Tusker will be confident of reaching the quarter finals after they were pitted against lower division outfit Butterfly who were given a straight route into the last sixteen after their hosts Mwatate failed to show up for their Saturdays clash. Former winners AFC Leopards will be facing off with yet another national Super league side, Bidco. Leopards defeated Nairobi Stima in the previous round. Kakamega Homeboyz will clash against second division table toppers Vihiga United who came through unscathed in their penalty shoot-out victory over Ushuru.', ' ', 'Wazito were also on the right side of the penalty shoot-out, beating KCB 4-2 after a 1-1 draw in regulation time. Wazito will meet GFE 105 in the round of sixteen. One lower division side will be guaranteed a place in the last eight as Eldoret Youth and Savanna Cement were drawn against each other.', ' ', 'GOtv last 16 fixtures', ' ', 'Sofapaka vs Karibangi Sharks', ' ', 'Bandari vs Nakumatt', ' ', 'Sony Sugar vs Nzoia United', ' ', 'Tusker vs Butterfly', ' ', 'Bidco United vs AFC Leopards', ' ', 'Eldoret Youth vs Savannah Cement', '\n']"
http://www.the-star.co.ke/news/2017/07/11/voters-register-at-risk-of-manipulation-data-loss-kpmg-audit-report_c1595209,"Voters register at risk of manipulation, data loss, KPMG audit report reveals",www.the-star.co.ke › Latest News,"Jul. 11, 2017, 6:00 pm","['IEBC should prioritise biometric identification of voters as a primary mechanism on August 8, the audit firm says in its report.', ' ', 'The auditors said this will go a long way in mitigating the risk of data of unregistered deceased persons finding their way in the voters roll.', ' ', 'KPMG, after analysing the voter register, noted there are 92,277 records of deceased persons with a matching ID and names in the roll.', ' ', 'It, however, said there are over 2 million entries of dead voters as IEBC could not have obtained all the information on registered deaths since 2012.', ' ', ' ', 'The company in its report pointed out critical issues that the electoral commission IEBC was to urgently handle before the slated election.', ' ', 'For instance, KPMG said they observed two active default administrator accounts whose passwords have not been changed.', ' ', 'This to them significantly increases the risk of unauthorized access to the register of voters.', ' ', ""Further, they said by using these accounts, a perpetrator can add, delete or amend a voter's details in the register."", ' ', ""KPMG also observed that audit logs for monitoring super-user activity on the register of voters' database have not been activated."", ' ', 'Also, parameters that enable system administrators to change audit trails are enabled for all super user accounts in the database.', ' ', '""We were informed that the system administrators review each other on an ad hoc basis. However, there was no evidence of the system administrators reviews.""', ' ', 'As such, the report said a risk persists that changes made to the register at the database level could go undetected.', ' ', 'KPMG said it was not provided with an operations continuity plan or an organisation-wide Business Continuity Plan.', ' ', 'It is this plan that IEBC would execute in the event of a disaster to ensure continuity of critical operations.', ' ', ""The firm said lack of a business continuity plan would adversely impact the availability of the voters' roll."", ' ', 'It also noted that the Commission does not have an established disaster recovery (DR) site.', ' ', '""As such, there is no secondary environment where operations including hosting and access to the biometric voter register database and related infrastructure can resume in the event of failure of ICT equipment and infrastructure which hosts the register at the head office.""', ' ', '""Whilst we understand the Commission is in the process of procuring a co-location site and new IT infrastructure, in the event of failure of systems prior to the establishment of a secondary production environment, this could represent a significant risk to the preparation for or during the elections in August 2017,"" the report said.', ' ', 'KPMG further noted that IEBC carries out backups of the register in backup tapes.', ' ', 'It revealed that there are no detached premises where these backups can be restored and tested.', ' ', '""In the event that backup tapes were to be destroyed at head office, the Commissions ability to recover critical voter registration data will be impaired.""', ' ', '""We are not aware of the restoration of these backup tapes in any environment,"" KPMG said.', ' ', ' ', 'It said the data center in which the register is maintained lacks critical environmental controls. This increases the likelihood of incidences or a disaster.', ' ', 'KPMG observed that the uninterrupted power supply (UPS) system had one (out of three) of the batteries with a faulty alert.', ' ', ""Also, the data center's fire alarm and suppression system was faulty and, at the time of the review, had not been serviced since 18 September 2015."", ' ', 'In the course of the audit, it was noted that the air conditioning system in the data center failed with temperatures recorded in excess of 25 degrees.', ' ', '""This has an adverse impact on server operations and critical processes,"" KPMG said.', '\n']"
http://www.the-star.co.ke/news/2017/07/11/nairobi-naivasha-sgrs-promise_c1594072,Nairobi-Naivasha SGR’S promise,www.the-star.co.ke › Opinion › Others,"Jul. 11, 2017, 12:30 am","['The economic benefits of the Standard Gauge Railway are set to soar with the ongoing extension from Nairobi to Naivasha, and eventually to Kisumu and Malaba.', ' ', 'A railway corridor of this type will create works as a system and its full potential can only be realised when the component parts have been fully laid out, constructed and commissioned.', ' ', 'The Mombasa-Nairobi is up and running, with a scheduled passenger service being the first offering. The end-game will easily East Africas most ambitious infrastructural project ever, eventually linking Kampala and onward to Kigali under the East African Railway Master Plan.', ' ', 'Zeroing in on the Kenyan component of the project, the Nairobi-Naivasha phase, especially, holds great socioeconomic promise, considering some of the SGR-dependant infrastructure being planned for this segment.', ' ', 'This phase marks the first component of the Nairobi-Malaba-Kampala SGR and is being constructed by China Communication and Construction Company as the engineering, procurement and construction contractor.', ' ', 'Due to the topographical challenges of putting together the SGR in the expansive Rift Valley and the financial implications of this, the 505km stretch is being implemented in three sub-phases: Phase 2A (Nairobi - Naivasha), Phase 2B (Naivasha to Kisumu) and Phase 2C (Kisumu to Malaba). Phases 2A and 2B and the Malaba-Kampala section, are currently at the financing identification stages.', ' ', 'A centrepiece of the Nairobi-Naivasha line is the proposed mega industrial park that will be established near the Mai Mahiu Freight Exchange Centre. The dry port will be critical in capturing and aggregating freight to and from Naivasha, and later Nakuru, Eldoret, Bungoma and eventually Uganda. Similar dry ports are planned for Voi and Mariakani, along the SGR corridor.', ' ', 'The Mai Mahiu Freight Exchange Centre will greatly boost the freight traffic from the SGR corridors expansive hinterland to the port city of Mombasa. It will also nullify a challenge that critics have often levelled against the entire SGR enterprise and its long-term viability  the alleged lack of outbound freight traffic in the near term.', ' ', 'Contrary to a patent falsehood peddled by some ill-informed political quarters, an inland container aggregation centre such as this one can never replace the Port of Mombasa. It can only complement it and actually make it more efficient. These two facilities play different but complementary roles as already seen with the Embakasi Inland Container Depot, which is being expanded in anticipation of increased freight capacity from the SGR.', ' ', 'In any case, the government has already shown its long-term commitment to the Port of Mombasa through a Sh34 billion investment in a new container terminal. Significantly, two more berths are also under consideration and negotiation.', ' ', 'Equally critical to the socioeconomic potential of the Nairobi-Naivasha line is the proposed Special Economic Zone at Naivasha. Conceptualised to promote industrialisation through the establishment of factories in a specific area under a set of incentives buttressed in law to serve the export market, SEZs are expected to be a major draw for investors.', ' ', 'Once the CCCC completes the project, the SGR is expected to turn Naivasha into a magnet for SEZ investors and their tenants, who will require a reliable freight service to haul raw materials from the Mombasa port to their factories and transport the finished product to the coastal town for exportation to overseas markets. It goes without saying that the Mai Mahiu Freight Exchange Centre and the Naivasha SEZ are also likely to be major employers, during construction and when they finally start operations.', ' ', 'And as the Mombasa-Nairobi phase of the SGR has shown, the project in itself is a major generator of jobs, both during construction and actual operation. The message that needs to go out to local leaders in the host counties of Kajiado, Narok and Nakuru is that these jobs, through the contractor CCCC, will be secured based on the skill-sets of the local populations and not by inciting blind, communal agitation targetted at project instalations and staff.', ' ', 'Besides the National Exchequer, county governments also stand to benefit from higher revenue collections, spurred by increased commercial activity in their jurisdictions, especially by small and medium enterprises feeding off the SGR. Property investors, as the Mombasa-Nairobi line is actively proving, are all but assured of great value appreciation and with it, better returns on their investment.', ' ', 'Local communities can also expect to benefit from attendant amenities that would ordinarily come with such a project. These include electricity, sewerage, water and better access roads to act as feeders to the SGR line. Given the inter-nodal nature of any transport network, the SGRs socioeconomic dividend will eventually be dependent on the size of the hinterland it serves.', ' ', 'The Nairobi-Naivasha, Naivasha-Kisumu, Kisumu-Malaba and Ugandan components are thus key to stretching the SGRs catchment area into Western Kenya and Uganda. The socioeconomic prospects become especially salient when one considers the governments ongoing plans to position Kisumu into a freight transport hub for East and Central Africa.', ' ', ' The author is the Cabinet Secretary for Transport, Infrastructure, Housing and Urban Development', '\n']"
