http://www.the-star.co.ke/news/2013/02/13/spousal-consent-a-must-in-family-property-dealings_c737883,Spousal consent a must in family property dealings,www.the-star.co.ke › Lifestyle › Family Law,"Feb. 13, 2013, 12:00 am","['The new land laws enacted last year came as a relief to many families, especially for women and their children. This is so especially with family property, more so, the matrimonial home. Husbands were the sole custodians and owners of the matrimonial homes and would therefore dispose them and charge them at will, without considering the effect of rendering the family homeless. The sanctity of the title document had the effect that if the husband was the only registered owner, then the wife had no rights over the property.', 'The new land laws introduced a new aspect in land transactions that involve matrimonial property. Firstly, spousal rights have been recognised as overriding interests in land. Section 28 of the Land Registration Act provides that unless the contrary is expressed in the register, all registered land shall be subject to the following overriding interests:', '(a) spousal rights over matrimonial property;', 'Section 93 (1) of the Land Registration Act provides that subject to the law on matrimonial property, if a spouse obtains land for the co-ownership and use of both spouses or, all the spouses', '(a) there shall be a presumption that the spouses shall hold the land as joint tenants unless', '(i) a provision in the certificate of ownership or the certificate of customary ownership clearly states that one spouse is taking the land in, his or her own name only or that the spouses are taking the land as joint tenants; or', '(ii) the presumption is rebutted in the manner stated in this subsection;', 'This provision allows for the recognition of spouses as co-owners of matrimonial property, even though the property maybe registered in one of the spouses names. The law further provides that if land is held in the name of one spouse only but the other spouse or spouses contribute by their labour or other means to the productivity, upkeep and improvement of the land, that spouse or those spouses shall be deemed by virtue of that labour to have acquired an interest in that land in the nature of an ownership in common of that land with the spouse in whose name the certificate of ownership or customary certificate of ownership has been registered. This provision is aimed at helping spouses who contribute indirectly in the acquisition of property but whose names are not included in the title documents of the property.', 'The law also requires that the spouse must give consent to any transaction involving matrimonial property for that transaction to be valid. Section 93 (3) provides that where a spouse who holds land or a dwelling house in his or her name individually undertakes a disposition of that land or dwelling house', '(a) the lender shall, if that disposition is a charge, be under a duty to inquire of the borrower on whether the spouse has or spouses have, as the case may be, have consented to that charge; or', '(b) the assignee or transferee shall, if that disposition is an assignment or a transfer of land, be under a duty to inquire of the assignor or transferor on whether the spouse or spouses have consented to that assignment. This provision is meant to protect the spouse and ensure that no land transactions are carried out without their knowledge and consent. The law further provides in subsection 4 that If the spouse undertaking the disposition deliberately misleads the lender or, the assignee or transferee by the answers to the inquiries made in accordance with subsection (3)(a) or (3)(b), the disposition shall be void at the option of the spouse or spouses who have not consented to the disposition. A spouse, whose consent is not sought, can therefore seek to invalidate the transaction on those grounds. Spousal consent is therefore not an option, but mandatory in all transactions involving matrimonial property.', '\n']"
http://www.the-star.co.ke/news/2013/02/13/what-exactly-is-the-role-of-a-senator_c738021,What Exactly Is The Role Of A Senator?,www.the-star.co.ke › Opinion › Jill Cottrell Ghai,"Feb. 13, 2013, 12:00 am","['Many candidates for the senate seem confused about the role of a senator.', 'Recently, Gideon Moi he told voters in Baringo that if he elected senator, he will acquire a county chopper to deal with insecurity issues in the county. ', 'And candidates for Kiambu senator said that they variously intended, if elected, to help Kiambu youth acquire life skills, introduce modern technology in fish farming, or fight poverty at village level.', 'How Moi thinks that as senator he would buy a police helicopter is a mystery. Even a governor would find this hard: the constitution gives no functions about the police to the counties. As the law stands, senators will have no similar fund to the CDF to spend in their counties. Anyway, CDF funds have hardly been in the helicopter buying league.', 'What will a senator do?', 'The role is not to govern a county but is as a MP: of the about-to-be-reborn senate. Reading the constitution gives the impression of a very limited set of functions for the senate.', 'The main one is law making. But, though every Bill, or draft Act of Parliament, must be passed by the National Assembly, only Bills that affect counties have to be approved by the Senate. This means anything that affects the constitutional powers of counties, or their finances or elections to county offices.', 'A Bill about something to be done only by the national government, which does not affect what county governments do, will not have to be approved by the Senate.', 'In fact, almost all the functions given to the Senate concern the county governments. It is important in allocation of national revenue to, and between, counties once every five years. ', 'The Senate makes the initial decision (it must use the work of the Commission on Revenue Allocation, constitutional principles, public input, and the input of others including the county governors). Its decision is final unless two-thirds of the National Assembly reject or change it (then there is a procedure to try to achieve agreement).', 'The Senate has other important finance-related roles; according to the constitution it exercises oversight over national revenue allocated to the county governments, and this is backed up by detailed provisions of the Pubic Financial Management Act.', 'But when the MPs passed the Constituency Development Fund Bill last month, they removed provisions giving the Senate a role in overseeing the CDF, changing a proposed supervisory Senate Committee to a National Assembly Committee - even a parliamentary committee did not satisfy them  and providing that CDF Regulations must be approved by the National Assembly not the Senate.', 'It can require a commission or an independent office holder like the Auditor General etc. to submit a special report  it is unclear whether it can do this only in connection with the roles it is given or for other purposes as well.', 'It must approve any changes to county boundaries. And the Senate must approve any suspension of a county government by the President (if that government engages in actions that are deemed to be against the common needs and interests of the citizens of the county, says the County Governments Act) and can end a suspension. It also approves a town becoming a city (Urban Areas and Cities Act).', 'A county may appeal to the Senate if the Transition Authority decides that the county does not have the capacity to exercise a governmental function that the county wants to be transferred to it.', 'The Senate does have two truly important functions in connection with national government.', 'One will, hopefully, rarely, if ever, be exercised: if a motion for the removal of the President or Deputy President is passed in the National Assembly, it will go to the Senate which will appoint a committee of its members to investigate the charges, and if it found they were justified, the Senate could remove the President or Deputy by a two-thirds vote of all its members. Perhaps, rather more often, the Senate may be called upon to perform a similar role in the removal of a governor under the County Governments Act.', 'The other major role would be approving constitutional amendments, whether or not they affect counties specifically.', 'A Senator will no doubt be able to bargain for benefits for his or her county, as US Senators do: I shall vote for this Bill that you, the government, want only if you do this-and-this for my county  what the American call pork-barrelling. Their ability to do this may be less than for MPs  because they will vote on far fewer Bills.', 'Senators must clearly be people with sound financial heads on their shoulders, with good judgment, as well as all the integrity qualifications that Kenyans are looking for but that law makers have so dismally failed to require. And hopefully people who understand their job description.', '\n']"
http://www.the-star.co.ke/news/2013/02/13/obama-yet-to-clarify-usa-stand-on-kenya_c738111,Obama yet to clarify USA stand on Kenya,www.the-star.co.ke › Local News › Coast,"Feb. 13, 2013, 12:00 am","['The government is yet to receive an official statement from its US counterpart over the March 4 elections, Foreign Affairs PS Thuita Mwangi has said.', 'Mwangi said Kenya sent a letter to the US through its ambassador Elkana Odembo seeking a clear statement after President Barack Obama and Secretary of State for African Affairs Johnnie Carson issued contradicting statements on the elections.', 'Last week, Obama said the US will not meddle or give a statement that may have a bearing on Kenyans choice of president. He instead called for peace and violence-free elections.', 'Two days later, Carson warned Kenyans that choices have consequences. Jubilee presidential candidate Uhuru Kenyatta and his running mate William Ruto, when elected, will have far-reaching diplomatic implications with the West, Carson said.', ""On the Jubilee Alliances claim that Odembo was behind Carson's statement, Mwangi said the government had not received an official complaint from the coalition."", 'But warned that when they receive complaints, an immediate probe will be opened and appropriate action taken against the ambassador.', 'So far, I have not received any complaint as far as the protests from Jubilee are concerned. But we have our code of regulations that govern such officers. They will have to be invoked if truly the complaints come and are proven to be right, said Mwangi.', ' ', 'He was speaking in Mombasa when he officially opened a two-week induction seminar of diplomats from Burundi. Mwangi also added that yesterdays meeting with European Union representatives was fruitful and they clearly stated their position.', 'EU is an accredited observer in these elections by Independent Elections and Boundaries Commission. They have a voice and as per what we discussed yesterday, they said they have never talked about sanctions, he said.', '\n']"
http://www.the-star.co.ke/news/2013/02/13/mwala-parliamentary-aspirant-wants-all-wiper-certificates-nullified_c738081,Mwala parliamentary aspirant wants all Wiper certificates nullified,www.the-star.co.ke › National News,"Feb. 13, 2013, 12:00 am","['A Mwala parliamentary aspirant has gone to court to block the Wiper Democratic Party from fielding any candidate in the March 4 polls.', 'Benjamin Musau has accused the Wiper Party of breaching its own electoral code of conduct by issuing a nomination certificate to a candidate unlawfully.', 'Musau wants the court to nullify all certificates of candidates sponsored by the party to contest for Deputy President, governor, senator, MPs and county assembly representatives.', ""The hopeful, a lawyer, wants the Cord alliance member deregistered as a political party because it violated his fundamental rights and freedom. Musau lodged a complaint with the Political Parties Tribunal saying Wiper's nominations for the Mwala seat were bungled."", 'The tribunal ruled that the party acted unlawfully by awarding a certificate to immediate former Mwala MP Daniel Muoki. The tribunal ruled in favour of Musau and directed him to seek remedy with the IEBC.', '\n']"
http://www.the-star.co.ke/news/2015/03/14/why-the-natural-resource-sharing-bill-2014-is-really-very-good-for-the_c1098364,Why the Natural Resource Sharing Bill 2014 is really very good for the counties,www.the-star.co.ke › Siasa,"Mar. 14, 2015, 6:00 am","['The Natural Resource (Benefits sharing) Bill 2014 was published by the senate on September 12, 2014.', 'The Bill sponsored by nominated Senator Agnes Zani, is expected to streamline natural resource sharing between the two levels of government with specific emphasis on trickling benefits back to the communities in areas with abundant resources.', 'There has been a resurgent need for Kenya to explore mineral deposits ranging from traces of oil and natural gases, to deposits of rare earth minerals at the Coast.', 'The recent discovery of oil and large aquifer of water in Turkana has attracted investors and oil exploration companies to head to the North. Hence this Bill is coming at an opportune moment. How would this Bill contribute to the counties in economic development and stability?', 'The Bill proposes that the mining firms will have a year to sign the benefit sharing agreements that will also include non-monetary benefits after the Bill becomes law.', 'Mining and oil exploration companies are expected to sign fresh benefit agreements with counties that will be enforceable and deposited with the Senate if this Bill is adopted into law. This will remove such projects from the realm of social responsibility and make them legally enforceable.', 'Every affected organisation shall enter into a county-benefit-sharing agreement with the respective county government, the Bill says. This will essentially help communities living around the mining site to keep the firms legally accountable to the provisions in the agreements signed.', 'Communities living in areas where natural resources, including water and forests, stand to benefit further from the projects pledged by the firms.', 'The Bill also allows county governments to be in control of the mining activities going on in their areas and safeguard the interest of their population.', 'A county-benefit-sharing committee composed of the county executive committee member responsible for finance, the chairperson of the committee of the respective county assembly responsible for matters relating to natural resources, and five persons elected by the local community where the resource bestrides will be formed.', 'It also provides avenues for county administrations to make demands, including employment quotas, where the county demands a certain percentage of employees be from the devolved unit. This will help counties in provision of employment opportunities to the population through employment and contracts in supplies and hospitality. ', 'The county governments are also the biggest beneficiary in this Bill especially on revenues from fees and royalties charged on natural resources. Under the Bill, the county where the resource is utilised will receive 32 per cent of the revenues while the national governments portion has been reduced to 48 per cent.', 'Last year, Kenya earned Sh19.6 billion from sale of minerals like gold, gemstones and soda ash. county governments well-endowed with resources will have a stable flow of additional revenues and this is expected to catapult the local economies. For counties in the North, it is time to roll back years of neglect by utilising the proceeds from natural resources. ', 'This Bill will forestall conflict arising from disgruntled communities living in areas where the mining is taking place. There has been conflict especially armed conflict in areas with abundant mineral resources all over; a notable example is the Niger Delta community in Nigeria which has taken up arms against multinational companies drilling oil in their area.', 'If approved, the Bill will settle squabbles over the sharing of revenue from natural resources including oil, gas, minerals, forest resources, water and wildlife. Currently, mining firms are only required to submit revenue to the national government, denying locals a chance to reap from the natural resources. ', 'This Bill will stem the perennial destruction of environment, regulate exploitation of natural resources and improve the benefits that accrue to the counties and hence enhance better living conditions for the population.', ' ', '\n']"
http://www.the-star.co.ke/news/2013/02/13/corridors-of-power_c738079,Corridors of Power,www.the-star.co.ke › National News › Corridors of Power,"Feb. 13, 2013, 12:00 am","[""A senior Cabinet minister has reportedly lost Sh1 million to some conmen who promised to give him five times the amount. The conmen claimed they could print him Sh5m if he made a one off payment of Sh1 million. A month later the minister is still waiting for the loot and is too embarrassed to report to the police that he is a victim of the 'wash wash scam' or the black money scam!"", ' ===', ""It seems the season of counterfeit cash is with us as unsuspecting wananchi in Kigumo found to their detriment last Monday. The 'fake' cash was distributed to some of the people while a stash of Sh40,000 fake notes were found inside a hundreds of envelopes allegedly from the Ministry of Nairobi Metropolitan headed by ex MP Jamleck Kamau. Police are investigating to establish those behind the 'printing' of the cash and envelopes as they are not the official government issue envelopes used by the ministry."", ' ===', ""A boisterous prison warden who has been at Kamiti Maximum Security Prison has defied a recent prison headquarters order to relocate to Machakos prison. The warden who has several times been implicated in the smuggling of contraband goods into the Kamiti prison was among 3,000 prison officers transferred countrywide. He has however continued to defy the transfer order due to the intervention of his 'godfather' who is a senior official in the Ministry of Home Affairs. His colleagues who have taken up their new stations are now speculating that the man is serving the interests of other higher ups if even the prisons hierarchy are not able to discipline him."", ' ===', ""Despite all the public awareness campaigns urging politicians and particularly candidates against vote buying and bribery, one of the Nyeri senate candidate was recently found bribing a group of youth with Sh500 bob so that they vote for him. This was not the first time as similar complaints have been forwarded to the IEBC about the candidate's unethical behavior but no action seems to have been taken. His rivals have now opted to urge the electorate to 'eat' the man's money but to ensure they did not vote for him."", '\n']"
http://www.the-star.co.ke/news/2013/02/13/more-financing-options-for-investors-in-nakuru_c737472,More financing options for investors in Nakuru,www.the-star.co.ke › Business › Property › Local,"Feb. 13, 2013, 12:00 am","['Investors in Nakurus real estate market now have more options for financing as more lenders set up shops in the town.', ' ', ' ', 'Land buyers, homes and office builders and buyers shopping for loans are now finding it a lot easier to compare available financing options and the associated costs as lenders flock the town.', ' ', 'Demand for land, residential houses, commercial and retail space is projected to rise as Nakuru county takes shape once its government is elected next month.', ' ', 'This will create a need and real estate investors will seek more land within town and the outskirts to erect new buildings. The county government will need administrative offices as well accommodation facilities, said Peter Mburu, a real estate agent-cum-manager.', ' ', 'But despite the increasing number of lenders in the town, and reduction of the Central Bank Rate to 9.5 per cent last month, financiers are yet to switch to volume-focused approach and lending rates have in effect remained unmoved.', ' ', 'Before any real estate investor decides to borrow either for construction or plot purchase, they must consider all factors, implicit and explicit, including the interest rates, project costs, and economic viability of a loan, Mburu cautions.', ' ', 'Paul Njuguna, a loans adviser with Consolidated Banks Nakuru branch, notes that most real estate borrowers are seeking construction financing.', ' ', ""The State-owned lender is financing up to 90 per cent of project costs for land purchase and up to 70 per cent for construction loans. The effective lending rate at the bank on top of the base lending rate is dependent on how much one is borrowing, according to Njuguna. The bank's base lending rate is currently pegged at 23 per cent."", ' ', 'Njuguna says a land buyer seeking financing must have identified a parcel within the municipality, which should not exceed an acre.', ' ', 'At Prime Bank branch, borrowers can get up to 75 per cent financing on project costs at a 17.5 per cent interest rate. The borrower must however must first operate an account with at least Sh250,000 for three months or more.', ' ', 'We offer an attractive package for high-value construction projects, branch manager Maulish Achevya said.', ' Credit Bank, though without a specific mortgage loan, says it can finance land purchase or construction at a 19.75 per cent interest rate. The borrower must however raise 30-40 per cent of the total project costs.', '\n']"
http://www.the-star.co.ke/news/2013/02/13/dida-the-candidate-who-stole-the-show_c738057,"Dida, the candidate who stole the show",www.the-star.co.ke › National News,"Feb. 13, 2013, 12:00 am","[""HE was ranked an outsider who only made it to Kenya's first presidential debate at the last minute through the intervention of the High Court, but he ended up being just what the doctor prescribed for millions of Kenyans who watched the debate."", 'Few had heard of Mohammed Abduba Dida or the Alliance for Real Change on whose ticket he seeks to succeed President Kibaki on the March 4 elections but he ended up being the darling of the public, especially in facebook and twitter.', 'Unlike his seven rivals, Dida has the distinction of being the only Muslim and at 39, the youngest candidate in the presidential race. The former teacher quit his job at Lenana School to join politics making him the only candidate who has not served in the Executive or Parliament.', 'His arrival at the venue was timid and evidently, there was less excitement from the ushers than those extended to the big boys. Dida was mellow to the point of being incoherent probably because he had the onerous task of starting off the debate.', 'But just like wine, he grew in confidence as the show progressed, spicing it up with witty remarks that added dash and colour to what would have been a tense, defensive-minded debate.', 'Mwalimu belled the cat, literally. He asked Uhuru Kenyatta to step down due to the criminal charges he is facing at the ICC.', 'It is a known legal principle that public officers facing crimes should step aside for investigations and return after they are cleared. Why is it different for Uhuru and his friends, he asked, triggering the debate on the ICC question.', 'When asked by moderator on what he thinks of the country\'s image in the light of the ICC trials, Dida replied, justice is justice and it doesn\'t matter whether it is delivered in Europe, Kibera or Tanzania. You can only question it if you want to compromise the process.""', 'On education, the former teacher said so much focus is placed on examinations at the expense of practical skills. We have a situation where an electrician with a PHD cannot fix an electricity problem at his home, he said.', 'On the recent killings in the Tana Delta, Dida said they will continue because most leaders in Kenya practise devil worship. He promised to implement a simple preventive policy for a healthy nation that revolves around healthy eating.', 'If you want to be healthy, eat only when you are hungry, he said to an uproar of laughter from the audience. He gave two solutions; first, those who want to be saved from corrupt leaders should only eat when hungry.', 'Secondly, ""do not fill your belly, leave a third for water and the other third for air. In his closing remarks, Dida accused leaders of frustrating Kenya\'s potential and vowed to appreciate every Kenyan\'s potential. ', 'I am not asking you to vote for me, but the best candidate according to your judgment, he said', '\n']"
http://www.the-star.co.ke/news/2013/02/13/celebrity-views-on-the-new-music-scratch-cards_c737343,Celebrity views on the new music scratch cards,www.the-star.co.ke › Lifestyle › Word Is,"Feb. 13, 2013, 12:00 am","['There is a new money making gig in town, the music scratch cards.\nThese cards produced by startup company Mdundo.com give the artistes a\nmeans to sell their music legally and keep all the revenue raised from\nselling the scratch cards. ', 'Mdundo.com released its second batch\nof music cards to 38 artists signed to its music platform this week. The\nmusic cards to be given to artistes are valued at Sh3.8 million. ', 'Mdundo\nare the innovators of a music scratch card service that enables the\nuser to buy and download music to their phone. The user scratches a code\non the card, logs into the mdundo.com website, enters the scratched pin\nand phone number and downloads any five songs from the artiste of\nchoice. The music is also available online on the site.', ' The\nplatform has been received well by artistes with sign up of upto 80\nartistes in the last four months. Here are their sentiments: ', 'Artistes\nsigned so far include Nazizi, Octopizzo, Mbuvi, Juliani, Alice Kamande,\nIsrael Mugisha, Collo, Chris Adwar, Mercy Masika, Bamboo, Dan-Gee, Rock\nband PLG and Villagers band. ', 'Scratch cards are a hot Idea. Mdundo is down to earth and easy to use,  said Yvonne Darcq. ', 'I\nthink Mdundo has opened a new platform for artistes, it gives us a\nchance to have more power and protection over our own music and how it\nis distributed, said Vanika. ', 'Mdundo has made it super easy for artistes...no more excuses let\'s sell! sell! sell,""remarked Wendy Kimani. ', 'While Big Pin added, It 2013 and we taking over no excuses for not getting access to Kenyan music, thanks to mdundo.', '\n']"
http://www.the-star.co.ke/news/2013/02/13/police-to-monitor-poll-using-chopper-says-pc_c737907,"Police to monitor poll using chopper, says PC",www.the-star.co.ke › Local News › Western,"Feb. 13, 2013, 12:00 am","['Police will use a helicopter and a fleet of vehicles to ensure security in Nyanza during the electioneering period. The Provincial Commissioner, Francis Mutie, said the regional security team had acquired an efficient transport system to be used for reinforcements that may be required during and after the process.', ' ', 'The transport system will be boosted by a chopper to be stationed at the Kisumu International Airport for maximum security, Mutie said.', 'The team has set up command units across all police departments to monitor hotspots ahead and after the elections. Nyanza police boss Joseph ole Tito said command units from GSU, Anti-Stock Theft Unit, regular and other special units of the force will be used to curb acts of hooliganism over the period.', 'The units will handle emerging issues that often arise during elections, especially in areas considered as electoral violence hotspots, ole Tito said.', ' ', 'He said the force is committed to ensuring free and fair elections. The assurance comes in the light of  a stern warning to electoral offenders that police will take decisive action against violators of the law.', 'Anyone caught in the act of committing any electoral offence before, during and after the elections will be dealt with according to the law, the police boss said.', ' ', 'He said law enforcers will not tolerate criminal acts that may hinder a fair outcome of the process regardless of the perpetrators status in society.', 'He said the department has developed strategic plans to ensure security and assured the business community that their investment will be safeguarded.', 'In an address to district police bosses and their Administration Police colleagues from Siaya, Homa Bay and Kisumu counties, Central Nyanza Regional IEBC Coordinator Rasi Masudi said preparations for the elections in the region are complete.', 'He said the just launched Elections Security Arrangement Project (ESAP) that has been funded by international donors will ensure cordial relations between the commission and security agencies.', '\n']"
